row_id,base_model,variant_id,role,model,barrier_title,explanation,iteration,timestamp,truncated,is_duplicate,attempts,transport_attempts,transport_error,theme,theme_attempts,theme_error,theme_model,theme_temperature,cluster_text,cluster,cluster_prob,primary_category,secondary_category,human_labelled_clusters
gemma3-subject_matter_00_b4,gemma3:12b,gemma3-subject_matter,subject_matter,gemma-subject_matter-enh:latest,Skill Gap in Installation & Maintenance,"The current workforce lacks sufficient expertise in DC system installation, maintenance, and troubleshooting, requiring extensive training and potentially impacting project timelines.",0,20260505_121738,no,False,2,2,,workforce skill shortage,1,,gpt-5.4-mini,0.2,"Skill Gap in Installation & Maintenance. The current workforce lacks sufficient expertise in DC system installation, maintenance, and troubleshooting, requiring extensive training and potentially impacting project timelines.",2,1.0,general,technical,Shortage in skilled workforce 
gemma3-subject_matter_00_b5,gemma3:12b,gemma3-subject_matter,subject_matter,gemma-subject_matter-enh:latest,Perceived Safety Risks,"A lack of familiarity with DC high voltage systems can lead to concerns about safety, requiring extensive safety training and specialized equipment to mitigate perceived risks.",0,20260505_121738,no,False,2,2,,safety concerns,1,,gpt-5.4-mini,0.2,"Perceived Safety Risks. A lack of familiarity with DC high voltage systems can lead to concerns about safety, requiring extensive safety training and specialized equipment to mitigate perceived risks.",-1,0.0,,,
gemma3-subject_matter2_00_b1,gemma3:12b,gemma3-subject_matter2,subject_matter,gemma-subject_matter2-enh:latest,Lack of Standardized Component Safety Testing,Current safety testing standards are heavily geared toward AC systems. A lack of DC-specific safety standards for components and systems will hinder adoption and increase risk perception.,0,20260505_121738,no,False,2,2,,dc safety standards,1,,gpt-5.4-mini,0.2,Lack of Standardized Component Safety Testing. Current safety testing standards are heavily geared toward AC systems. A lack of DC-specific safety standards for components and systems will hinder adoption and increase risk perception.,0,0.4708282924690427,technical,policy,Gap in DC components safety standards 
gemma3-subject_matter2_00_b2,gemma3:12b,gemma3-subject_matter2,subject_matter,gemma-subject_matter2-enh:latest,Interoperability Concerns with Legacy Systems,Integrating DC systems with existing AC infrastructure and legacy equipment presents significant compatibility challenges and may require costly retrofits or isolation strategies.,0,20260505_121738,no,False,2,2,,legacy system compatibility,1,,gpt-5.4-mini,0.2,Interoperability Concerns with Legacy Systems. Integrating DC systems with existing AC infrastructure and legacy equipment presents significant compatibility challenges and may require costly retrofits or isolation strategies.,13,0.4683800832920106,technical,general,Interoperability challenges with existing AC infrastructure
gemma3-subject_matter2_00_b3,gemma3:12b,gemma3-subject_matter2,subject_matter,gemma-subject_matter2-enh:latest,Limited Skilled Workforce,"A shortage of engineers, technicians, and installers with expertise in DC power systems will constrain project implementation and maintenance capabilities.",0,20260505_121738,no,False,2,2,,skilled labor shortage,1,,gpt-5.4-mini,0.2,"Limited Skilled Workforce. A shortage of engineers, technicians, and installers with expertise in DC power systems will constrain project implementation and maintenance capabilities.",2,1.0,general,technical,Shortage in skilled workforce 
gemma3-subject_matter2_00_b4,gemma3:12b,gemma3-subject_matter2,subject_matter,gemma-subject_matter2-enh:latest,Cybersecurity Vulnerabilities in DC Microgrids,"DC microgrids, with their distributed nature and reliance on digital control systems, are susceptible to unique cybersecurity threats requiring specialized mitigation strategies.",0,20260505_121738,no,False,2,2,,cybersecurity risks,1,,gpt-5.4-mini,0.2,"Cybersecurity Vulnerabilities in DC Microgrids. DC microgrids, with their distributed nature and reliance on digital control systems, are susceptible to unique cybersecurity threats requiring specialized mitigation strategies.",1,1.0,technical,policy,Cybersecurity vulnerabilities in DC microgrids
gemma3-subject_matter2_00_b5,gemma3:12b,gemma3-subject_matter2,subject_matter,gemma-subject_matter2-enh:latest,DC-AC Converter Efficiency Degradation,"While DC offers advantages, the need for DC-AC conversion in many applications introduces efficiency losses and potential reliability concerns, particularly with fluctuating loads.",0,20260505_121738,no,False,2,2,,conversion efficiency losses,1,,gpt-5.4-mini,0.2,"DC-AC Converter Efficiency Degradation. While DC offers advantages, the need for DC-AC conversion in many applications introduces efficiency losses and potential reliability concerns, particularly with fluctuating loads.",11,1.0,technical,general,DC component cost and availability
phi4-generalist_01_b1,phi4,phi4-generalist,generalist,phi4-generalist-enh:latest,Interoperability Challenges,"The integration of direct current (DC) technologies with existing alternating current (AC) systems can be complex due to differences in voltage levels, frequency standards, and equipment compatibility. This interoperability issue may require substantial investments in interface solutions or entirely new infrastructure, posing a significant barrier to widespread DC adoption.",1,20260505_121738,no,False,1,1,,system integration complexity,1,,gpt-5.4-mini,0.2,"Interoperability Challenges. The integration of direct current (DC) technologies with existing alternating current (AC) systems can be complex due to differences in voltage levels, frequency standards, and equipment compatibility. This interoperability issue may require substantial investments in interface solutions or entirely new infrastructure, posing a significant barrier to widespread DC adoption.",13,1.0,technical,general,Interoperability challenges with existing AC infrastructure
phi4-generalist_01_b2,phi4,phi4-generalist,generalist,phi4-generalist-enh:latest,Economic Viability Concerns,"The cost-effectiveness of transitioning to DC systems remains uncertain for many applications, particularly where existing AC infrastructures are deeply entrenched and economically optimized. The initial capital expenditure for DC installations might not be justified by immediate savings or benefits, especially in regions without strong incentives or subsidies.",1,20260505_121738,no,False,1,1,,high upfront costs,1,,gpt-5.4-mini,0.2,"Economic Viability Concerns. The cost-effectiveness of transitioning to DC systems remains uncertain for many applications, particularly where existing AC infrastructures are deeply entrenched and economically optimized. The initial capital expenditure for DC installations might not be justified by immediate savings or benefits, especially in regions without strong incentives or subsidies.",9,1.0,general,technical,High upfront transition costs
phi4-generalist_01_b3,phi4,phi4-generalist,generalist,phi4-generalist-enh:latest,Skill Gaps and Workforce Training,"There is a notable lack of workforce expertise in designing, installing, and maintaining DC systems. This skills gap can hinder adoption as industries and utilities may face challenges finding qualified personnel to implement and support new DC technologies effectively, leading to delays and increased costs.",1,20260505_121738,no,False,1,1,,workforce skills shortage,1,,gpt-5.4-mini,0.2,"Skill Gaps and Workforce Training. There is a notable lack of workforce expertise in designing, installing, and maintaining DC systems. This skills gap can hinder adoption as industries and utilities may face challenges finding qualified personnel to implement and support new DC technologies effectively, leading to delays and increased costs.",2,1.0,general,technical,Shortage in skilled workforce 
phi4-generalist_01_b4,phi4,phi4-generalist,generalist,phi4-generalist-enh:latest,Standardization Deficiencies,"The absence of universally accepted standards for DC technology components and systems creates uncertainty and risk for potential adopters. Without clear guidelines or industry-wide acceptance criteria, stakeholders might hesitate to invest in DC solutions due to concerns over future compatibility, safety, and regulatory compliance.",1,20260505_121738,no,False,1,1,,lack of standards,1,,gpt-5.4-mini,0.2,"Standardization Deficiencies. The absence of universally accepted standards for DC technology components and systems creates uncertainty and risk for potential adopters. Without clear guidelines or industry-wide acceptance criteria, stakeholders might hesitate to invest in DC solutions due to concerns over future compatibility, safety, and regulatory compliance.",5,1.0,general,technical,DC market readiness and standardization challenges
phi4-generalist_01_b5,phi4,phi4-generalist,generalist,phi4-generalist-enh:latest,Public Perception and Acceptance,"General awareness and understanding of the benefits and functionality of DC technologies are limited among consumers and broader public audiences. Misconceptions or a lack of perceived value can lead to resistance against adopting new systems, especially in residential settings where direct benefits may not be immediately apparent.",1,20260505_121738,no,False,1,1,,low public awareness,1,,gpt-5.4-mini,0.2,"Public Perception and Acceptance. General awareness and understanding of the benefits and functionality of DC technologies are limited among consumers and broader public audiences. Misconceptions or a lack of perceived value can lead to resistance against adopting new systems, especially in residential settings where direct benefits may not be immediately apparent.",14,1.0,policy,general,Public awareness and acceptance
